#,Stage,Match,Battle ID,Blue Team,Ban 1,Ban 2,Ban 3,Pick 1,Pick 2,Pick 3,Ban 4,Ban 5,Pick 4,Pick 5,Gold Player,Gold Hero,Gold Kills,Gold Deaths,Gold Assists,Gold Gold,Gold Damage,Gold Turret,Gold Dmg Taken,Jungler Player,Jungler Hero,Jungler Kills,Jungler Deaths,Jungler Assists,Jungler Gold,Jungler Damage,Jungler Turret,Jungler Dmg Taken,EXP Laner Player,EXP Laner Hero,EXP Laner Kills,EXP Laner Deaths,EXP Laner Assists,EXP Laner Gold,EXP Laner Damage,EXP Laner Turret,EXP Laner Dmg Taken,Mid Laner Player,Mid Laner Hero,Mid Laner Kills,Mid Laner Deaths,Mid Laner Assists,Mid Laner Gold,Mid Laner Damage,Mid Laner Turret,Mid Laner Dmg Taken,Roamer Player,Roamer Hero,Roamer Kills,Roamer Deaths,Roamer Assists,Roamer Gold,Roamer Damage,Roamer Turret,Roamer Dmg Taken,Red Team,Ban 1,Ban 2,Ban 3,Pick 1,Pick 2,Pick 3,Ban 4,Ban 5,Pick 4,Pick 5,Gold Player,Gold Hero,Gold Kills,Gold Deaths,Gold Assists,Gold Gold,Gold Damage,Gold Turret,Gold Dmg Taken,Jungler Player,Jungler Hero,Jungler Kills,Jungler Deaths,Jungler Assists,Jungler Gold,Jungler Damage,Jungler Turret,Jungler Dmg Taken,EXP Laner Player,EXP Laner Hero,EXP Laner Kills,EXP Laner Deaths,EXP Laner Assists,EXP Laner Gold,EXP Laner Damage,EXP Laner Turret,EXP Laner Dmg Taken,Mid Laner Player,Mid Laner Hero,Mid Laner Kills,Mid Laner Deaths,Mid Laner Assists,Mid Laner Gold,Mid Laner Damage,Mid Laner Turret,Mid Laner Dmg Taken,Roamer Player,Roamer Hero,Roamer Kills,Roamer Deaths,Roamer Assists,Roamer Gold,Roamer Damage,Roamer Turret,Roamer Dmg Taken,Game Duration,Winner,Include
268,UR Luz A DE 11,2,734099832069872904,PCE- A117,Zhuxin,Freya,Fanny,Kalea,Moskov,Fredrinn,Gatotkaca,Beatrix,Lylia,Cici,[A117] HC1R,Moskov,11,1,5,11194,50687,19123,15631,[A117] Royszu,Fredrinn,1,1,15,8789,28239,7126,54926,[A117] Solána Imani Rowe,Cici,6,2,7,7907,42859,1997,61801,[A117] Sylla Evergarden,Lylia,3,0,16,7806,40918,3187,23861,[A117] El Karuu,Kalea,2,0,16,6849,20850,3533,42394,Pylon Mittsu,Vexana,Pharsa,Mathilda,Hayabusa,Valentina,Edith,Chip,Kimmy,Karrie,Baxia,[PUP] Motzy,Karrie,1,5,1,7199,15466,3994,35950,[PUP] Jzㅤ,Hayabusa,0,4,1,5715,18072,0,30753,[PUP] Fekarr,Edith,3,4,1,5746,28423,0,72851,[PUP] Taro,Valentina,0,4,3,6007,44700,0,55473,[PUP] Jiwon,Baxia,0,6,2,4592,14099,0,108445,11:15:00,Blue,
269,UR Luz A DE 11,3,734333680154239759,Pylon Mittsu,Chip,Badang,Mathilda,Kimmy,Hylos,Hayabusa,Gatotkaca,Floryn,Yu Zhong,Harith,[PUP] Motzy,Harith,0,3,6,11510,93763,66,87614,[PUP] Jzㅤ,Hayabusa,2,3,3,11336,27074,3507,46108,[PUP] Fekarr,Yu Zhong,4,6,2,7809,44222,0,106309,[PUP] Taro,Kimmy,2,1,4,11745,108407,174,47483,[PUP] Jiwon,Hylos,1,6,5,7725,16778,0,146145,PCE- A117,Granger,Irithel,Zhuxin,Moskov,Fredrinn,Cici,Fanny,Kalea,Lylia,Baxia,[A117] HC1R,Moskov,3,1,6,12547,41951,19765,24831,[A117] Royszu,Fredrinn,4,0,12,12909,50302,1395,187068,[A117] Solána Imani Rowe,Cici,5,2,6,11605,59806,11936,131219,[A117] Sylla Evergarden,Lylia,5,3,13,11917,69062,4300,60827,[A117] El Karuu,Baxia,2,3,12,9172,26464,0,176896,18:09:00,Red,
270,UR Luz A DE 12,1,735331615805471500,UST Teletigers B,Chip,Badang,Kalea,Kimmy,Cici,Granger,Pharsa,Selena,Gatotkaca,Julian,[TGR] RE4LITY,Granger,3,2,2,9153,42941,2522,37993,[TGR] WAYN3,Julian,1,4,2,6622,18718,1320,60933,[TGR] Bizzy,Cici,1,3,3,6600,31196,0,90028,[TGR] A,Kimmy,2,3,5,6933,42079,0,51014,[TGR] Paxzy,Gatotkaca,1,4,6,6394,22796,567,96814,DLSU MLBB Team,Fredrinn,Suyou,Joy,Baxia,Hayabusa,Harith,Mathilda,Fanny,Hilda,Xavier,[DLSU ] LOPEZ.,Harith,3,2,5,10083,42854,14592,36349,[DLSU ] TATING,Hayabusa,7,1,4,12237,55361,10226,27232,[DLSU ] laytutu,Baxia,7099,0,3,10,22863,155,109796,[DLSU ] LIM,Xavier,3,1,9,9065,101489,2501,21044,[DLSU ] Jinx,Hilda,3,1,4,7231,24967,1451,134517,13:41:00,Red,
271,UR Luz A DE 12,2,735651096947786245,DLSU MLBB Team,Fanny,Mathilda,Hayabusa,Kimmy,Granger,Gloo,Cici,Harith,Gatotkaca,Yi Sun-shin,[DLSU ] LOPEZ.,Granger,12,0,6,10763,63343,16547,19055,[DLSU ] TATING,Yi Sun-shin,7,2,12,9819,29664,19547,24037,[DLSU ] laytutu,Gatotkaca,0,3,19,5804,19789,1104,69120,[DLSU ] LIM,Kimmy,1,1,17,7415,39342,10566,25470,[DLSU ] Jinx,Gloo,3,1,5,5483,15267,631,32289,UST Teletigers B,Fredrinn,Lukas,Joy,Suyou,Kalea,Pharsa,Baxia,Chip,Badang,Irithel,[TGR] RE4LITY,Irithel,0,5,3,5569,27557,1293,37971,[TGR] WAYN3,Suyou,1,4,2,5734,23148,0,38356,[TGR] Bizzy,Badang,1,3,2,4261,13519,279,56663,[TGR] A,Pharsa,2,3,3,5224,25165,0,23576,[TGR] Paxzy,Kalea,2,8,2,4242,15652,0,67048,9:52:00,Blue,
272,UR Luz A DE 12,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,UR Luz A DE 13,1,736069396697647709,PCE- A117,Zhuxin,Fanny,Granger,Kimmy,Fredrinn,Moskov,Hylos,Pharsa,Cici,Baxia,[A117] HC1R,Moskov,1,0,3,12505,22731,24078,22264,[A117] Royszu,Fredrinn,3,3,5,10680,25477,1954,121069,[A117] Solána Imani Rowe,Cici,1,2,4,9661,37982,3480,109867,[A117] Sylla Evergarden,Kimmy,2,1,4,10176,57036,3699,43939,[A117] El Karuu,Baxia,1,2,5,7737,12487,0,127272,UST Teletigers B,Estes,Floryn,Novaria,Hayabusa,Badang,Irithel,Chip,Kalea,Mathilda,Cecilion,[TGR] RE4LITY,Irithel,1,3,6,12057,62952,6095,60550,[TGR] WAYN3,Hayabusa,3,2,3,11801,21357,11984,33157,[TGR] Bizzy,Badang,0,2,5,8713,28993,546,97311,[TGR] A,Cecilion,3,1,3,12563,77975,368,36808,[TGR] Paxzy,Mathilda,1,0,6,8596,18858,3844,64989,17:51:00,Red,
274,UR Luz A DE 13,2,736530010465309380,PCE- A117,Zhuxin,Fanny,Kimmy,Joy,Irithel,Mathilda,Gatotkaca,Hylos,Cecilion,Edith,[A117] HC1R,Irithel,2,2,5,11549,42626,2592,41209,[A117] Royszu,Joy,1,6,6,9291,35851,0,69492,[A117] Solána Imani Rowe,Edith,2,5,5,7417,28075,0,93866,[A117] Sylla Evergarden,Cecilion,5,2,3,10510,43613,0,38181,[A117] El Karuu,Mathilda,0,3,10,7308,12979,0,58574,UST Teletigers B,Cici,Phoveus,Kalea,Granger,Badang,Hayabusa,Novaria,Chip,Jawhead,Vexana,[TGR] RE4LITY,Granger,10,0,5,15619,67552,19214,30094,[TGR] WAYN3,Hayabusa,6,0,6,14259,54685,4139,34263,[TGR] Bizzy,Badang,0,5,15,8569,19686,969,102042,[TGR] A,Vexana,0,4,14,9578,25197,2884,36259,[TGR] Paxzy,Jawhead,2,1,10,8467,20977,1341,103264,17:25:00,Red,
275,UR Luz A DE 13,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,UR Luz A DE 14,1,737222178804801321,DLSU MLBB Team,Fanny,Mathilda,Hayabusa,Kalea,Granger,Pharsa,Phoveus,Cici,Fredrinn,Hylos,[DLSU ] SANCHEZ,Granger,16,3,3,14357,105482,16240,35832,[DLSU ] TATING,Fredrinn,3,4,16,8979,44679,3583,133650,[DLSU ] laytutu,Kalea,3,5,19,7862,26553,2358,96775,[DLSU ] LIM,Pharsa,3,6,17,8180,83142,1783,45232,[DLSU ] Jinx,Hylos,1,2,7,7873,29996,2091,129708,UST Teletigers B,Joy,Suyou,Baxia,Lukas,Valentina,Harith,Kimmy,Chip,Gatotkaca,Gloo,[TGR] RE4LITY,Harith,2,6,4,10281,56664,18927,50828,[TGR] WAYN3,Lukas,8,5,4,13077,70048,18284,95381,[TGR] Bizzy,Gloo,1,4,11,8450,40577,341,138814,[TGR] A,Valentina,6,5,9,9955,58637,307,58341,[TGR] Paxzy,Gatotkaca,3,6,12,8334,37794,2548,128615,15:15:00,Red,
277,UR Luz A DE 14,2,737653217427662704,UST Teletigers B,Chip,Baxia,Lukas,Hayabusa,Cici,Gatotkaca,Badang,Kalea,Moskov,Selena,[TGR] RE4LITY,Moskov,4,3,3,7247,20030,1305,33062,[TGR] WAYN3,Hayabusa,0,4,2,5789,11380,31,32033,[TGR] Bizzy,Cici,3,2,2,5875,22934,0,63600,[TGR] A,Selena,0,4,7,5297,22935,0,27845,[TGR] Paxzy,Gatotkaca,2,2,4,5221,21126,0,75932,UST Teletigers B,Harith,Pharsa,Granger,Hilda,Kimmy,Joy,Mathilda,Fanny,Bruno,Khaleed,[DLSU ] LOPEZ.,Bruno,2,1,6,8976,36339,15862,21404,[DLSU ] TATING,Joy,4,2,6,10044,30273,9816,30365,[DLSU ] Jinx,Hilda,5,1,2,6620,24849,2319,58226,[DLSU ] LIM,Kimmy,3,2,7,7558,43022,5932,21147,[DLSU ] laytutu,Khaleed,1,3,10,5667,18084,710,53799,10:35:00,Red,
278,UR Luz A DE 14,3,737961102158278120,DLSU MLBB Team,Fanny,Mathilda,Hilda,Hayabusa,Granger,Kalea,Phoveus,Gatotkaca,Faramis,Hylos,[DLSU ] SANCHEZ,Granger,9,0,9,13812,86391,28458,23017,[DLSU ] TATING,Hayabusa,4,1,11,10362,31789,10667,25620,[DLSU ] laytutu,Kalea,2,2,18,7159,10946,445,60785,[DLSU ] LIM,Faramis,6,3,13,7925,50504,1941,55678,[DLSU ] Jinx,Hylos,2,3,16,8224,17387,815,75210,UST Teletigers B,Cici,Valentina,Joy,Kimmy,Badang,Lukas,Baxia,Chip,Harith,Gloo,[TGR] RE4LITY,Harith,0,3,4,8307,33524,2042,42595,[TGR] WAYN3,Lukas,3,5,1,6811,17410,0,44778,[TGR] CAÑAREJO,Gloo,1,4,7,6408,16757,0,83369,[TGR] A,Kimmy,4,5,3,7455,46874,0,36454,[TGR] Paxzy,Badang,1,6,7,5534,21666,0,73766,12:55:00,Blue,
279,UR Luz A DE 15,1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,UR Luz A DE 15,2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,UR Luz A DE 15,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,WC Min 1,1,760731266415781311,USM Esports,,,,,,,,,,,[USM] Prince fine shyt,Granger,14,0,2,11954,68355,16229,28245,[USM] Kim Minji,Joy,1,1,10,9850,41639,6649,57685,[USM] Senna,Gloo,0,2,8,7258,19558,791,108265,[USM] Known as Jay,Pharsa,4,1,9,7543,43413,3013,28198,[USM] Silvs.,Kalea,3,0,17,7256,33509,3740,72521,CH-E LANG,,,,,,,,,,,[CHE] Bingo.,Moskov,0,6,2,7312,28679,2691,55305,[CHE] ʟɪᴄʜᴛ.,Lukas,2,4,1,6718,25159,879,60318,[CHE] Pochitaa,Cici,2,4,1,6035,55956,988,89656,[CHE] Suhjí Puma༆,Cecilion,0,4,1,5763,35406,0,43268,[CHE] Calzzs,Mathilda,0,4,3,5176,18178,0,56484,13:20:00,Blue,
283,WC Min 1,2,841675173558938240,USM Esports,,,,,,,,,,,[USM] Prince fine shyt,Irithel,5,0,8,12574,49377,25266,25158,[USM] Kim Minji,Lukas,10,3,8,10898,64421,1066,52648,[USM] Senna,Baxia,1,0,14,8196,38081,732,95319,[USM] Known as Jay,Zhask,8,4,5,8542,42183,5169,28615,[USM] Silvs.,Mathilda,3,5,13,7441,22566,1830,58361,CH-E LANG,,,,,,,,,,,[CHE] Bingo.,Granger,3,7,2,9311,32861,0,42937,[CHE] ʟɪᴄʜᴛ.,Hayabusa,4,3,5,8339,22233,1829,41854,[CHE] Pochitaa,Phoveus,1,7,5,6201,24046,1108,105925,[CHE] Suhjí Puma༆,Xavier,4,4,6,7585,58057,0,33747,[CHE] Calzzs,Carmilla,0,6,6,6224,12533,0,101269,13:57:00,Blue,
284,WC Min 1,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,WC Min 2,1,default,HCDC ESPORTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BALANGHAI BIDLISIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red,
286,WC Min 2,2,default,HCDC ESPORTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BALANGHAI BIDLISIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red,
287,WC Min 2,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,WC Min 3,1,148691249845430723,ADDURABLE,,,,,,,,,,,[ADDU] Odysseus.,Irithel,10,3,10,11134,90384,16208,78043,[ADDU] Yves Saint Laurent,Ling,4,2,5,13190,35007,7304,55226,[ADDU] Yanfeixyz,Badang,2,2,10,8353,44899,1727,160432,[ADDU] Miniberry,Zhuxin,5,3,14,10410,70542,4264,69535,[ADDU] ᴊᴜɴɪᴏʀ.,Floryn,1,4,15,8415,14399,324,60954,ACLC CATALYTS,,,,,,,,,,,,Moskov,1,2,4,12257,64567,24893,78870,,Suyou,7,4,4,1190,43135,223,87520,,Kalea,1,8,6,7286,27773,62,149780,,Faramis,2,5,8,8928,65441,1356,99325,,Mathilda,3,3,8,7725,41003,449,110880,18:21:00,Blue,
289,WC Min 3,2,842032892795088958,ACLC CATALYTS,,,,,,,,,,,,Irithel,2,7,6,12105,41901,2621,73233,,Hayabusa,7,3,4,13677,73097,1190,62939,,Phoveus,3,8,5,8939,45807,0,159570,,Valentina,2,8,5,8789,37689,0,80699,,Baxia,1,10,6,8263,24164,0,189691,ADDURABLE,,,,,,,,,,,[ADDU] Odysseus.,Granger,11,3,8,13268,72186,6186,57355,[ADDU] Yves Saint Laurent,Ling,5,1,16,16856,53079,7257,48526,[ADDU] Yanfeixyz,Lukas,5,5,13,10879,71212,7079,119685,[ADDU] Miniberry,Zhuxin,10,3,16,12840,76855,5526,71164,[ADDU] ᴊᴜɴɪᴏʀ.,Guinivere,5,3,20,10358,36326,1568,74609,16:46:00,Red,
290,WC Min 3,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,WC Min 4,1,176930780075800467,Vella Umesa,,,,,,,,,,,[UMESA] @Yatoro.gg,Granger,2,4,5,10531,32798,0,30138,[UMESA] VANN,Fanny,3,6,2,9330,33971,4211,54060,[UMESA] ꧁ZTriple Main꧂,Terizla,3,6,3,7834,22424,0,85854,[UMESA] Kooyyyy.,Valentina,2,4,4,8240,27798,0,46963,[UMESA] Player V,Kalea,0,5,5,6620,9671,0,92534,TEAM 7,,,,,,,,,,,[TM7] Paоlо.,Harith,8,3,11,11575,49291,18244,43959,[TM7] Meowmere,Lukas,7,3,10,10802,46674,5518,46681,[TM7] Khalil,Badang,3,2,10,9641,25565,2874,56781,[TM7] Feiyun,Kimmy,7,1,10,11450,50617,12739,24769,[TM7] Filix,Chip,0,2,22,8289,27422,1341,71608,14:46:00,Red,
292,WC Min 4,2,DQ violation,Vella Umesa,,,,,,,,,,,[UMESA] @Yatoro.gg,Harith,,,,,,,,[UMESA] VANN,Fredrinn,,,,,,,,[UMESA] ꧁ZTriple Main꧂,Badang,,,,,,,,[UMESA] Kooyyyy.,Faramis,,,,,,,,[UMESA] Player V,Chip,,,,,,,,TEAM 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:56:00,Red,
293,WC Min 4,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,WC Min 5,1,853682871326488968,USM Esports,,,,,,,,,,,[USM] Prince fine shyt,Granger,19,3,4,12705,60871,8364,31313,[USM] Kim Minji,Joy,4,4,5,8874,20871,506,33970,[USM] Senna,Terizla,4,1,10,10157,45560,2102,65633,[USM] Known as Jay,Pharsa,6,4,18,8708,65965,1977,31119,[USM] Silvs.,Kalea,1,2,25,8229,34916,1515,77023,BLH ULUP,,,,,,,,,,,[BLHU] Thantos,Melissa,1,7,4,7504,22291,0,52549,[BLHU] Annenggg,Hayabusa,7,4,3,9648,34823,2639,34851,[BLHU] CLIFF,Phoveus,2,8,3,6332,28698,0,105286,[BLHU] Zim.,Vale,4,8,7,7379,42615,0,45576,[BLHU] Ph4ntom_,Baxia,0,7,5,6326,21283,0,125790,13:13:00,Blue,
295,WC Min 5,2,178040414941494949,BLH ULUP,,,,,,,,,,,[BLHU] Thantos,Irithel,0,4,0,4849,9700,0,25873,[BLHU] Annenggg,Fanny,1,3,2,5187,8305,3660,18660,[BLHU] CLIFF,Baxia,1,3,1,3953,11465,0,64902,[BLHU] Zim.,Pharsa,2,3,1,4648,31393,0,22042,[BLHU] Ph4ntom_,Mathilda,0,2,4,3729,11126,0,29308,USM Esports,,,,,,,,,,,[USM] Prince fine shyt,Granger,1,0,6,8301,19021,16321,6063,[USM] Kim Minji,Lukas,3,0,6,7310,23909,6330,16730,[USM] Senna,Barats,0,1,6,6553,17379,2996,35392,[USM] Known as Jay,Lunox,10,1,3,6662,33688,4649,21145,[USM] Silvs.,Ruby,1,2,11,5395,10980,5044,30349,9:14:00,Red,
296,WC Min 5,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,WC Min 6,1,176982826489493483,Sarimanok Esports - Budiak,,,,,,,,,,,[SME] harithiikon,Granger,3,3,1,9001,30787,8505,44717,[SME] Grove,Lukas,6,8,4,7552,42233,0,65081,[SME] KEKKEI GENKAI.,Cici,2,5,4,7291,42248,0,99976,[SME] WildHammer,Xavier,2,4,4,6237,37467,0,31812,[SME] Gusshin,Mathilda,0,9,11,6086,16107,0,93149,BALANGHAI BIDLISIW,,,,,,,,,,,[BLHB] Sung Jin-woo,Irithel,2,3,6,9179,23488,3727,29609,[BLHB] RSㅤ,Joy,14,3,7,13816,65173,10949,76126,[BLHB] Aiz3n,Phoveus,7,2,9,9181,52667,0,113748,[BLHB] Super Jepoyyy,Pharsa,5,3,12,7817,33328,1906,28283,[BLHB] KA1RAM,Badang,1,2,17,7629,40656,1774,101136,14:11:00,Red,
298,WC Min 6,2,178724062065869529,Sarimanok Esports - Budiak,,,,,,,,,,,[SME] harithiikon,Harith,2,2,2,6534,49554,2772,51585,[SME] KEKKEI GENKAI.,Ling,1,4,2,6890,21725,0,52486,[SME] WildHammer,Gloo,0,4,2,4787,11571,0,99423,[SME] Grove,Zhuxin,1,6,2,4710,24619,0,63634,[SME] Gusshin,Floryn,0,6,4,4715,8052,0,48111,BALANGHAI BIDLISIW,,,,,,,,,,,[BLHB] Sung Jin-woo,Moskov,6,2,6,9033,48581,6524,46163,[BLHB] RSㅤ,Joy,12,0,5,12380,58058,15686,19759,[BLHB] Aiz3n,X.Borg,4,0,9,7951,35519,2696,50471,[BLHB] Super Jepoyyy,Angela,0,0,16,6255,18825,1893,9279,[BLHB] KA1RAM,Badang,0,2,14,6130,36546,1910,85752,11:35:00,Red,
299,WC Min 6,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,WC Min 7,1,176645027311662500,ADDURABLE,,,,,,,,,,,[ADDU] Odysseus.,Irithel,1,3,4,7980,29225,90,29043,[ADDU] Yves Saint Laurent,Hayabusa,6,4,1,8063,20731,1835,32774,[ADDU] Yanfeixyz,Lukas,3,7,4,6692,33367,0,107703,[ADDU] Miniberry,Luo Yi,1,4,8,7629,62083,0,39578,[ADDU] ᴊᴜɴɪᴏʀ.,Chip,0,7,8,6027,16614,0,79829,USEP Arctic,,,,,,,,,,,[USEP] GUTSS,Kimmy,8,2,11,11645,35179,16593,24685,[USEP] BBBBBBB,Fredrinn,8,1,10,12294,43263,7162,78825,[USEP] Vshone,Badang,1,3,16,8273,30403,3021,80821,[USEP] MYSO.,Pharsa,5,2,16,8219,34434,1588,25429,[USEP] Dari,Baxia,3,3,20,8117,26358,516,87078,13:57:00,Red,
301,WC Min 7,2,853802249942481793,ADDURABLE,,,,,,,,,,,[ADDU] Odysseus.,Granger,5,2,7,9613,46099,1155,40422,[ADDU] Yves Saint Laurent,Ling,4,5,4,9728,27715,7132,49262,[ADDU] Yanfeixyz,Badang,1,5,8,6405,31233,300,91103,[ADDU] Miniberry,Yve,2,5,12,7659,82474,843,46089,[ADDU] ᴊᴜɴɪᴏʀ.,Guinivere,3,5,8,6409,27626,0,91480,USEP Arctic,,,,,,,,,,,[USEP] GUTSS,Irithel,3,2,7,8488,41727,13751,25408,[USEP] BBBBBBB,Lukas,9,2,8,11273,79940,1546,96775,[USEP] Vshone,Gloo,1,5,13,7080,21683,0,96499,[USEP] MYSO.,Zhuxin,7,2,5,8249,30298,1303,53576,[USEP] Dari,Kalea,2,4,14,6964,21836,925,84250,13:15:00,Red,
302,WC Min 7,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,WC BOTG Min 1,1,731008147107603767,BALANGHAI BIDLISIW,,,,,,,,,,,[BLHB] Sung Jin-woo,Granger,0,2,1,4941,1933,0,13912,[BLHB] RSㅤ,Joy,0,3,0,4915,6688,0,25607,[BLHB] Aiz3n,Phoveus,1,3,0,3797,14747,0,50853,[BLHB] Super Jepoyyy,Faramis,0,4,0,3104,16332,0,31612,[BLHB] KA1RAM,Chip,0,5,0,3022,14675,0,49782,USEP Arctic,,,,,,,,,,,[USEP] GUTSS,Harith,3,0,8,6881,23487,14218,17322,[USEP] BBBBBBB,Lukas,7,0,3,7060,27105,12411,15224,[USEP] Vshone,Gatotkaca,3,0,11,6189,11120,5404,41170,[USEP] MYSO.,Pharsa,3,0,8,5851,31288,2793,15488,[USEP] Dari,Kalea,1,1,8,4672,18638,3225,36876,8:28:00,Red,
304,WC BOTG Min 1,2,185571567080827503,BALANGHAI BIDLISIW,,,,,,,,,,,[BLHB] Sung Jin-woo,Karrie,3,5,3,7781,34452,1725,40497,[BLHB] RSㅤ,Lukas,5,6,1,7200,35925,1371,65923,[BLHB] Aiz3n,Gloo,3,5,6,7386,32633,792,106802,[BLHB] Super Jepoyyy,Novaria,2,3,5,6215,36687,0,38868,[BLHB] KA1RAM,Tigreal,0,5,11,5855,14712,0,120311,USEP Arctic,,,,,,,,,,,[USEP] GUTSS,Irithel,9,3,9,10941,62930,15314,30243,[USEP] BBBBBBB,Fredrinn,7,0,8,10417,43129,1749,60551,[USEP] Vshone,Badang,1,5,15,7131,33604,4620,82051,[USEP] MYSO.,Pharsa,3,1,11,7418,51952,4388,28053,[USEP] Dari,Baxia,4,4,17,7115,31433,89,103807,12:41:00,Red,
305,WC BOTG Min 1,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,WC BOTG Min 2,1,731053656581072451,TEAM 7,,,,,,,,,,,[TM7] Paоlо.,Irithel,4,2,5,11000,52085,15406,31150,[TM7] Meowmere,Lukas,4,1,5,10113,41671,5617,36062,[TM7] Khalil,Gloo,2,1,7,8703,12017,720,44119,[TM7] Feiyun,Kimmy,1,1,10,9936,55562,6697,27855,[TM7] Filix,Chip,3,2,10,8230,30573,963,70751,ADDURABLE,,,,,,,,,,,[ADDU] Odysseus.,Karrie,1,1,3,9105,19969,0,55181,[ADDU] Yves Saint Laurent,Ling,1,1,5,894,12927,4934,46916,[ADDU] Yanfeixyz,Badang,0,6,7,6670,29587,0,111523,[ADDU] Miniberry,Zhuxin,4,2,3,7879,36814,0,45611,[ADDU] ᴊᴜɴɪᴏʀ.,Floryn,1,4,5,6037,11645,0,38007,14:15:00,Blue,
