#,Stage,Match,Battle ID,Blue Team,Ban 1,Ban 2,Ban 3,Pick 1,Pick 2,Pick 3,Ban 4,Ban 5,Pick 4,Pick 5,Gold Player,Gold Hero,Gold Kills,Gold Deaths,Gold Assists,Gold Gold,Gold Damage,Gold Turret,Gold Dmg Taken,Jungler Player,Jungler Hero,Jungler Kills,Jungler Deaths,Jungler Assists,Jungler Gold,Jungler Damage,Jungler Turret,Jungler Dmg Taken,EXP Laner Player,EXP Laner Hero,EXP Laner Kills,EXP Laner Deaths,EXP Laner Assists,EXP Laner Gold,EXP Laner Damage,EXP Laner Turret,EXP Laner Dmg Taken,Mid Laner Player,Mid Laner Hero,Mid Laner Kills,Mid Laner Deaths,Mid Laner Assists,Mid Laner Gold,Mid Laner Damage,Mid Laner Turret,Mid Laner Dmg Taken,Roamer Player,Roamer Hero,Roamer Kills,Roamer Deaths,Roamer Assists,Roamer Gold,Roamer Damage,Roamer Turret,Roamer Dmg Taken,Red Team,Ban 1,Ban 2,Ban 3,Pick 1,Pick 2,Pick 3,Ban 4,Ban 5,Pick 4,Pick 5,Gold Player,Gold Hero,Gold Kills,Gold Deaths,Gold Assists,Gold Gold,Gold Damage,Gold Turret,Gold Dmg Taken,Jungler Player,Jungler Hero,Jungler Kills,Jungler Deaths,Jungler Assists,Jungler Gold,Jungler Damage,Jungler Turret,Jungler Dmg Taken,EXP Laner Player,EXP Laner Hero,EXP Laner Kills,EXP Laner Deaths,EXP Laner Assists,EXP Laner Gold,EXP Laner Damage,EXP Laner Turret,EXP Laner Dmg Taken,Mid Laner Player,Mid Laner Hero,Mid Laner Kills,Mid Laner Deaths,Mid Laner Assists,Mid Laner Gold,Mid Laner Damage,Mid Laner Turret,Mid Laner Dmg Taken,Roamer Player,Roamer Hero,Roamer Kills,Roamer Deaths,Roamer Assists,Roamer Gold,Roamer Damage,Roamer Turret,Roamer Dmg Taken,Game Duration,Winner,Include
473,GS Vis 1,2,733313110027710245,Vamos Thunder,Mathilda,Zhuxin,Kalea,Harith,Yi Sun-shin,Chip,Xavier,Novaria,Gloo,Valentina,[USC] SHIN TORU,Harith,5,3,5,9493,54551,8624,61362,[USC] LUKETZYY,Yi Sun-shin,1,4,6,9032,55722,7898,57336,[USC] SYVTZYY,Gloo,2,5,5,5685,20373,0,121953,[USC] DAZA1,Valentina,0,3,7,6914,38034,0,50829,[USC] DIGGER,Chip,2,4,7,5846,24939,0,73536,UCMN HOM1ES,Badang,Baxia,Hayabusa,Granger,Fredrinn,Minotaur,Phoveus,Wanwan,Arlott,Faramis,[UCMN] ZANORIA,Granger,5,3,6,10441,43872,20588,45770,[UCMN] SARANSAN,Fredrinn,3,3,10,8361,36416,2432,101862,[UCMN] EngrSej,Arlott,4,1,9,7849,59310,1656,63656,[UCMN] NUÑEZ,Faramis,5,2,8,7643,50951,2811,55243,[UCMN] MABUAN,Minotaur,2,2,12,7217,17979,0,81353,13:43:00,Red,
474,GS Vis 2,1,734631488893925575,SVX FIDES,Mathilda,Phoveus,Fanny,Badang,Suyou,Karrie,Ling,Arlott,Lylia,Gloo,[UI] SINFUL,Karrie,4,3,3,15886,67197,6052,45784,[UI] Mijizy,Suyou,0,5,6,15826,32789,0,54883,[UI] Flackkooo,Gloo,6,3,3,10313,32664,0,198153,[UI] Cinderella,Lylia,1,4,8,12871,71794,0,71218,[UI] Clarencezzx,Badang,0,5,7,9052,21790,0,144745,Jaguars X Crimson Esports,Pharsa,Novaria,Zhuxin,Baxia,Harith,Selena,Joy,Chip,Kalea,Nolan,[USJR] SPEED,Harith,4,2,8,14695,116082,20201,60141,[USJR] CELIBOURGE1,Nolan,10,0,6,18204,97783,8399,37211,[USJR] Stevesanity,Kalea,2,4,10,10794,24475,2512,118899,[USJR] DANJIRO,Selena,4,1,6,10869,55796,2703,37387,[USJR] KAZUKI,Baxia,0,4,10,10616,16799,0,215535,22:59:00,Red,
475,GS Vis 2,2,735788256730726814,SVX FIDES,Mathilda,Fanny,Moskov,Granger,Gatotkaca,Ling,Badang,Chou,Kagura,Uranus,[UI] SINFUL,Granger,7,1,3,11257,52792,19664,25543,[UI] Mijizy,Ling,3,1,6,11546,26636,848,26678,[UI] Flackkooo,Uranus,0,2,5,6897,42544,1072,109821,[UI] Cinderella,Kagura,4,1,9,9208,46605,3934,30161,[UI] Clarencezzx,Gatotkaca,1,0,13,7331,15954,1759,71056,Jaguars X Crimson Esports,Arlott,Cici,Joy,Hayabusa,Phoveus,Irithel,Zhuxin,Chip,Hylos,Pharsa,[USJR] SPEED,Irithel,1,3,2,7919,23288,0,35483,[USJR] CELIBOURGE1,Hayabusa,2,3,2,7916,18894,108,27123,[USJR] Stevesanity,Phoveus,2,3,1,6575,37525,0,95963,[USJR] DANJIRO,Pharsa,0,2,5,7465,54568,0,32181,[USJR] KAZUKI,Hylos,0,4,3,5667,18190,0,92887,13:22:00,Blue,
476,GS Vis 3,1,Wrong Match Results,Vamos Thunder,Joy,Moskov,Mathilda,Wanwan,X.Borg,Kalea,Harith,Irithel,Cecilion,Suyou,[USC] SHIN TORU,Wanwan,,,,,,,,[USC] LUKETZYY,Suyou,,,,,,,,[USC] SYVTZYY,X.Borg,,,,,,,,[USC] DAZA1,Cecilion,,,,,,,,[USC] DIGGER,Kalea,,,,,,,,Rektikano Zeta,Luo Yi,Yi Sun-shin,Baxia,Badang,Pharsa,Ling,Hayabusa,Fanny,Uranus,Granger,[USLS] AOGIRI,Granger,,,,,,,,[USLS] JANCY BOY,Ling,,,,,,,,[USLS] PANN,Uranus,,,,,,,,[USLS] VICT JAVELLANA,Pharsa,,,,,,,,[USLS] SYONG,Badang,,,,,,,,,Red,
477,GS Vis 3,2,737795316422988490,Vamos Thunder,Wanwan,Mathilda,Joy,Harith,Gloo,Ling,Moskov,Faramis,Badang,Kimmy,[USC] SHIN TORU,Harith,5,1,2,13745,53460,13605,72194,[USC] LUKETZYY,Ling,6,3,5,15091,54778,3792,72534,[USC] SYVTZYY,Gloo,2,2,8,30662,0,173531,,[USC] DAZA1,Kimmy,1,1,9,11179,34058,220,57725,[USC] DIGGER,Badang,0,4,8,8354,13372,0,121305,Rektikano Zeta,Yi Sun-shin,Luo Yi,Chip,Baxia,Hayabusa,Phoveus,Zhuxin,Uranus,Irithel,Novaria,[USLS] AOGIRI,Irithel,3,2,3,14163,61573,13194,42836,[USLS] JANCY BOY,Hayabusa,6,3,1,15383,46558,0,58940,[USLS] PANN,Phoveus,0,3,5,9381,27521,729,95709,[USLS] VICT JAVELLANA,Novaria,1,1,8,12160,84397,2443,19945,[USLS] SYONG,Baxia,1,5,8,9297,33396,713,126687,20:14:00,Red,
478,GS Vis 4,1,750524422667346018,Jaguars X Crimson Esports,Hayabusa,Mathilda,Chip,Joy,Zhuxin,Gatotkaca,Novaria,Faramis,Wanwan,Gloo,[USJR] SPEED,Wanwan,4,1,4,9411,41983,18872,34608,[USJR] CELIBOURGE1,Joy,2,0,2,10662,34860,11060,37168,[USJR] Stevesanity,Gloo,1,2,3,5599,14030,426,55061,[USJR] DANJIRO,Zhuxin,2,0,4,7605,35389,8066,17134,[USJR] KAZUKI,Gatotkaca,0,5,8,5276,24500,0,86049,UCMN HOM1ES,Badang,Fanny,Harith,Granger,Fredrinn,Arlott,Irithel,Uranus,Minotaur,Vexana,[UCMN] ZANORIA,Granger,4,2,2,7846,47779,2652,24037,[UCMN] SARANSAN,Fredrinn,1,3,5,5959,18265,841,91000,[UCMN] EngrSej,Arlott,1,1,2,6341,24968,0,66034,[UCMN] NUÑEZ,Vexana,2,1,5,6409,33560,928,21629,[UCMN] MABUAN,Minotaur,0,2,6,5246,19052,0,74746,12:20:00,Blue,
479,GS Vis 4,2,751259562154632903,Jaguars X Crimson Esports,Zhuxin,Yi Sun-shin,Chip,Ling,Baxia,Selena,Natan,Wanwan,Phoveus,Granger,[USJR] SPEED,Granger,10,2,6,10819,65329,17053,26606,[USJR] CELIBOURGE1,Ling,5,0,11,11099,42695,3702,22889,[USJR] Stevesanity,Phoveus,2,1,14,7414,34601,2313,71391,[USJR] DANJIRO,Selena,4,2,10,6920,30742,3938,30376,[USJR] KAZUKI,Baxia,1,4,15,6856,17698,783,118731,UCMN HOM1ES,Fanny,Hayabusa,Harith,Badang,Kalea,Joy,Irithel,Uranus,Cecilion,Beatrix,[UCMN] ZANORIA,Beatrix,4,5,3,7879,29221,2216,41531,[UCMN] SARANSAN,Joy,2,2,2,7940,25242,0,51774,[UCMN] EngrSej,Badang,0,6,7,5563,19160,0,82945,[UCMN] NUÑEZ,Cecilion,1,2,7,6128,42393,0,39939,[UCMN] MABUAN,Kalea,2,7,6,5293,22070,0,78347,12:00:00,Blue,
480,GS Vis 5,1,752285891834654732,SVX FIDES,Mathilda,Joy,Baxia,Badang,Pharsa,Harith,Kalea,Kimmy,Fanny,Phoveus,[UI] SINFUL,Harith,6,2,3,16076,88438,14428,64479,[UI] Mijizy,Fanny,3,3,4,17353,35511,5073,47012,[UI] Flackkooo,Phoveus,4,0,8,12225,44403,1977,145598,[UI] Cinderella,Pharsa,1,0,9,13696,53472,3162,27431,[UI] Clarencezzx,Badang,3,0,12,11634,39441,567,115652,Rektikano Zeta,Chip,Kagura,Gatotkaca,Uranus,Wanwan,Hayabusa,Ling,Gloo,Jawhead,Novaria,[USLS] AOGIRI,Wanwan,4,2,1,18450,45470,8881,56441,[USLS] JANCY BOY,Hayabusa,1,3,0,17779,24591,0,34675,[USLS] PANN,Uranus,0,2,0,10005,30052,0,177090,[USLS] VICT JAVELLANA,Novaria,0,4,1,11352,61952,0,33688,[USLS] SYONG,Jawhead,0,6,1,9749,13746,0,141877,24:42,Blue,
481,GS Vis 5,2,753342741552282146,Rektikano Zeta,Chip,Kagura,Uranus,Baxia,Pharsa,Ling,Suyou,Kalea,Bruno,Cici,[USLS] AOGIRI,Bruno,0,2,2,5979,10580,914,20902,[USLS] JANCY BOY,Ling,1,1,0,6975,10314,344,20561,[USLS] PANN,Cici,0,2,2,4911,16746,576,42780,[USLS] VICT JAVELLANA,Pharsa,1,3,1,4655,16680,268,23787,[USLS] SYONG,Baxia,1,3,2,4714,12560,88,58730,SVX FIDES,Joy,Badang,Mathilda,Granger,Zhuxin,Arlott,Phoveus,Gloo,Minotaur,Yi Sun-shin,[UI] SINFUL,Granger,1,1,1,9231,27296,15534,9662,[UI] Mijizy,Yi Sun-shin,4,0,3,8792,21699,16441,8772,[UI] Flackkooo,Arlott,2,1,6,6612,24516,1582,42095,[UI] Cinderella,Zhuxin,1,0,8,6977,25169,724,16590,[UI] Clarencezzx,Minotaur,3,1,5,5707,10169,0,23806,10:29:00,Red,
482,GS Vis 6,1,754174423314448953,Rektikano Zeta,Fanny,Selena,Luo Yi,Badang,Granger,Zhuxin,Yve,Kalea,Hayabusa,Hilda,[USLS] AOGIRI,Granger,2,3,6,12723,79064,2072,38881,[USLS] JANCY BOY,Hayabusa,4,4,1,12385,37650,7547,60692,[USLS] PANN,Hilda,1,5,1,7038,23715,0,149578,[USLS] VICT JAVELLANA,Zhuxin,2,2,3,9767,30810,0,61668,[USLS] SYONG,Badang,0,6,5,6702,18836,0,94801,Jaguars X Crimson Esports,Chip,Joy,Mathilda,Baxia,Harith,Ling,Yi Sun-shin,Uranus,Phoveus,Zhask,[USJR] SPEED,Harith,5,1,8,12652,82318,18801,34335,[USJR] CELIBOURGE1,Ling,5,2,4,14596,39011,4699,43899,[USJR] Stevesanity,Phoveus,3,3,6,8327,35837,792,136390,[USJR] DANJIRO,Zhask,5,1,12,11286,46941,6165,20022,[USJR] KAZUKI,Baxia,2,2,9,7927,20585,162,152313,17:08:00,Red,
483,GS Vis 6,2,754919144873773439,Rektikano Zeta,Fanny,Selena,Luo Yi,Uranus,Ling,Gatotkaca,Zhuxin,Pharsa,Xavier,Bruno,[USLS] AOGIRI,Bruno,6,2,3,11101,35823,16929,44675,[USLS] JANCY BOY,Ling,9,1,5,12458,53410,7379,63509,[USLS] PANN,Uranus,0,4,9,7813,28211,2195,177578,[USLS] VICT JAVELLANA,Xavier,3,2,10,10044,57416,3176,33246,[USLS] SYONG,Gatotkaca,0,2,15,7253,23436,0,135811,Jaguars X Crimson Esports,Mathilda,Joy,Chip,Badang,Granger,Yi Sun-shin,Harith,Irithel,Cici,Novaria,[USJR] SPEED,Granger,5,1,1,10104,59722,5796,32538,[USJR] CELIBOURGE1,Yi Sun-shin,4,2,6,10028,50759,2792,48383,[USJR] Stevesanity,Cici,2,4,7,7050,71699,1111,104910,[USJR] DANJIRO,Novaria,0,3,8,7242,49838,0,29457,[USJR] KAZUKI,Badang,0,8,7,5509,23799,19,89158,14:17:00,Blue,
484,GS Vis 7,1,755830004358042136,UI,Mathilda,Fanny,Arlott,Harith,Baxia,Ling,Yi Sun-shin,Hayabusa,Selena,Lapu-Lapu,[UI] SINFUL,Harith,6,2,3,10558,54207,25983,37930,[UI] Mijizy,Ling,4,2,5,11196,21491,5186,17187,[UI] Flackkooo,Lapu-Lapu,1,2,10,8243,53346,4842,71012,[UI] Cinderella,Selena,4,0,8,7519,37773,2059,14427,[UI] Clarencezzx,Baxia,2,1,11,7022,16478,82,69433,UCMN HOM1ES,Badang,Phoveus,Wanwan,X.Borg,Zhuxin,Khufra,Gloo,Pharsa,Joy,Karrie,[UCMN] ZANORIA,Karrie,1,1,3,7116,20001,0,32574,[UCMN] MATTT,Joy,2,3,2,7645,15988,0,35917,[UCMN] EngrSej,X.Borg,1,1,3,7116,32558,0,84826,[UCMN] NUÑEZ,Zhuxin,2,3,3,6365,15176,0,45721,[UCMN] MABUAN,Khufra,0,6,3,5352,13818,0,84079,13:14:00,Blue,
485,GS Vis 7,2,756613492292180286,UCMN HOM1ES,Wanwan,Hayabusa,Badang,Harith,Yi Sun-shin,Selena,Zhuxin,Jawhead,Atlas,Uranus,[UCMN] ZANORIA,Harith,1,6,2,6354,15364,0,36605,[UCMN] MATTT,Yi Sun-shin,0,5,4,6202,21116,0,40456,[UCMN] EngrSej,Uranus,1,6,4,5975,20217,0,124297,[UCMN] NUÑEZ,Selena,3,1,1,5861,26942,0,23735,[UCMN] MABUAN,Atlas,2,7,4,5975,6049,0,70191,UI,Fanny,Mathilda,Kalea,Granger,Phoveus,Joy,Baxia,Arlott,Kagura,Chou,[UI] SINFUL,Granger,8,1,5,9726,62679,9633,18368,[UI] Mijizy,Joy,9,1,4,10775,50980,8018,21700,[UI] Flackkooo,Phoveus,1,1,10,6860,34834,3109,66605,[UI] Cinderella,Kagura,3,2,8,7475,45700,13135,31997,[UI] Clarencezzx,Chou,4,2,3,6044,9059,0,34080,10:23:00,Red,
486,GS Vis 8,1,757532477854572913,Jaguars X Crimson Esports,Mathilda,Hayabusa,Chip,Fredrinn,Selena,Harith,Zhuxin,Faramis,Gatotkaca,Gloo,[USJR] SPEED,Harith,2,3,7,10848,58065,9714,62367,[USJR] CELIBOURGE1,Ling,6,2,2,13193,44279,1988,52644,[USJR] Stevesanity,Gloo,1,3,3,7780,21448,0,135952,[USJR] DANJIRO,Selena,1,3,5,9078,40058,1926,32418,[USJR] KAZUKI,Gatotkaca,1,4,8,7936,18364,0,136953,Vamos Thunder,Fanny,Yi Sun-shin,Joy,Wanwan,Hylos,Phoveus,Uranus,X.Borg,Luo Yi,Roger,[USC] SHIN TORU,Wanwan,6,2,5,13223,62278,17170,42161,[USC] LUKETZYY,Roger,0,3,4,11469,25515,6327,50727,[USC] SYVTZYY,Phoveus,3,1,7,8584,45040,0,110337,[USC] DAZA1,Luo Yi,3,2,9,9637,70047,402,36476,[USC] DIGGER,Baxia,3,3,10,8351,26629,18,122511,18:07:00,Red,
487,GS Vis 8,2,758377542734833880,Jaguars X Crimson Esports,Chip,Ling,Kalea,Joy,Hylos,Roger,Zhuxin,Gloo,Xavier,Arlott,[USJR] SPEED,Roger,11,2,4,18247,119043,17930,124488,[USJR] CELIBOURGE1,Joy,5,2,11,24546,149695,3793,168186,[USJR] Stevesanity,Arlott,2,5,13,12673,41327,1759,220321,[USJR] DANJIRO,Xavier,0,2,16,14387,95451,2331,62180,[USJR] KAZUKI,Baxia,1,8,14,12686,32162,1107,323453,Vamos Thunder,Fanny,Wanwan,Yi Sun-shin,Hayabusa,Uranus,Harith,Faramis,Phoveus,Badang,Novaria,[USC] SHIN TORU,Harith,5,5,5,17282,118893,15114,101520,[USC] LUKETZYY,Hayabusa,6,5,10,20579,114753,0,108028,[USC] SYVTZYY,Uranus,1,3,14,14395,78033,1762,392097,[USC] DAZA1,Novaria,4,0,10,18173,108031,0,32920,[USC] DIGGER,Badang,3,6,10,12840,43263,0,211463,28:31:00,Blue,
488,GS Vis 9,1,760093824551220866,USLS,Fredrinn,Yi Sun-shin,Arlott,Joy,Uranus,Badang,Pharsa,Hayabusa,Moskov,Xavier,[USLS] AOGIRI,Moskov,4,2,4,9861,34795,19352,25462,[USLS] JANCY BOY,Joy,2,2,3,9913,26491,2025,32772,[USLS] PANN,Uranus,1,3,6,6792,22283,256,91438,[USLS] VICT JAVELLANA,Xavier,4,3,5,7635,46153,566,15403,[USLS] SYONG,Badang,3,2,9,6787,27215,1344,68061,UCMN HOM1ES,Mathilda,Ling,Wanwan,Harith,Kalea,Franco,Irithel,Zhuxin,Lunox,Fanny,[UCMN] ZANORIA,Harith,0,2,8,7717,35557,6347,44454,[UCMN] MATTT,Fanny,5,4,3,8012,24078,52,38171,[UCMN] EngrSej,Kalea,1,1,9,6131,18969,580,65129,[UCMN] SARANSAN,Lunox,2,3,7,6771,40315,0,38577,[UCMN] MABUAN,Franco,4,4,4,5379,12763,0,67780,12:27:00,Blue,
489,GS Vis 9,2,761076195240967627,USLS,Fredrinn,Yi Sun-shin,Arlott,Mathilda,Baxia,Irithel,Xavier,Cecilion,Faramis,Suyou,[USLS] AOGIRI,Irithel,11,1,7,10888,60672,20698,33962,[USLS] JANCY BOY,Suyou,1,2,5,8802,21236,6720,34419,[USLS] PANN,Baxia,2,1,4,6724,25498,926,83144,[USLS] VICT JAVELLANA,Faramis,6,0,10,8436,39355,2395,52769,[USLS] SYONG,Mathilda,0,3,19,6395,21865,1572,47510,UCMN HOM1ES,Phoveus,Harith,Ling,Ruby,Hayabusa,Chou,Zhuxin,Pharsa,Benedetta,Odette,[UCMN] ZANORIA,Ruby,2,2,3,6980,18454,0,56709,[UCMN] MATTT,Hayabusa,0,1,2,7148,18072,3510,29157,[UCMN] EngrSej,Benedetta,3,6,2,6959,31279,4652,58133,[UCMN] SARANSAN,Odette,2,4,4,6251,47774,0,44367,[UCMN] MABUAN,Chou,0,7,2,4782,6930,0,82675,11:37:00,Blue,
490,GS Vis 10,1,762201803090036256,SVX FIDES,Mathilda,Phoveus,Hayabusa,Badang,Joy,Granger,Luo Yi,Pharsa,Zhuxin,Baxia,[UI] SINFUL,Granger,3,8,2,8759,43228,0,44283,[UI] Mijizy,Joy,1,3,3,8901,16537,0,45766,[UI] Flackkooo,Baxia,3,3,5,7464,31503,0,143221,[UI] Cinderella,Zhuxin,3,4,4,7700,32659,0,58237,[UI] Clarencezzx,Badang,1,3,7,6568,25155,0,84393,Vamos Thunder,Fanny,Harith,Wanwan,Uranus,Ling,Kalea,Arlott,Gloo,Roger,Novaria,[USC] SHIN TORU,Roger,7,3,6,11827,37289,11312,41463,[USC] LUKETZYY,Ling,8,0,8,15005,57286,10057,27954,[USC] SYVTZYY,Uranus,1,3,9,8164,33812,4040,107587,[USC] DAZA1,Novaria,3,0,11,8619,54424,3623,7815,[USC] DIGGER,Kalea,2,5,9,7114,18554,1827,82556,14:04:00,Red,
491,GS Vis 10,2,763095504179957012,SVX FIDES,Fanny,Luo Yi,Phoveus,Harith,Lancelot,Arlott,Yi Sun-shin,Nolan,Gloo,Odette,[UI] SINFUL,Harith,8,7,3,16599,92433,7737,104425,[UI] Mijizy,Lancelot,4,5,7,18482,82156,0,80682,[UI] Flackkooo,Arlott,3,4,9,13018,50175,1707,168126,[UI] Cinderella,Odette,5,6,12,13856,79173,0,82013,[UI] Clarencezzx,Gloo,2,6,16,12191,19494,0,156186,Vamos Thunder,Mathilda,Ling,Hayabusa,Selena,Hylos,Wanwan,Novaria,Pharsa,Hilda,Benedetta,[USC] SHIN TORU,Wanwan,9,3,7,19165,120240,14917,69942,[USC] LUKETZYY,Benedetta,5,6,9,17501,79123,0,115219,[USC] SYVTZYY,Hilda,7,4,7,13413,57005,8120,224370,[USC] DAZA1,Selena,5,3,10,12348,69526,1184,41946,[USC] DIGGER,Baxia,2,6,18,12641,41570,0,216412,24:55:00,Red,
492,GS Luz A 1,1,769647322171506578,DLSU MLBB Team,Fanny,Wanwan,Phoveus,Baxia,Kimmy,Moskov,Kalea,Granger,Estes,Yu Zhong,[DLSU] Sanchez,Moskov,3,0,9,9752,36487,24750,15612,[DLSU] TATING,Baxia,3,1,9,7242,23298,1259,88045,[DLSU] Jinx,Yu Zhong,6,3,8,6628,29159,2710,50299,[DLSU] LIM,Kimmy,8,3,8,8605,43374,8441,41320,[DLSU] laytutu,Estes,0,0,18,8605,43374,8441,41320,UST Teletigers,Arlott,Chip,Zhuxin,Pharsa,Uranus,Joy,Hayabusa,Hilda,Badang,Irithel,[UST] RE4LITY,Irithel,1,2,2,6899,19411,3106,17429,[UST] WAYN3,Joy,1,5,4,5904,19872,1518,36493,[UST] Bizzy,Uranus,0,3,3,5088,23142,0,80477,[UST] Anduree,Pharsa,3,5,2,5608,36195,0,33050,[UST] Paxzy,Badang,2,5,4,4582,20668,300,58480,10:30:00,Blue,
493,GS Luz A 1,2,770188011309434525,UST Teletigers,Uranus,Pharsa,Badang,Wanwan,Kimmy,Phoveus,Hilda,Gloo,Lukas,Mathilda,[UST] RE4LITY,Wanwan,3,2,4,9563,39793,3952,40660,[UST] WAYN3,Lukas,3,4,2,7148,21624,1515,56514,[UST] Bizzy,Phoveus,3,6,5,6682,40667,346,99081,[UST] Anduree,Kimmy,1,2,6,7023,41794,4461,37239,[UST] Paxzy,Mathilda,2,3,10,6484,16673,1093,46083,DLSU MLBB TEAM,Fanny,Baxia,Arlott,Kalea,Hayabusa,Granger,Ling,Lancelot,Xavier,Hylos,[DLSU] SANCHEZ,Granger,4,4,4,10849,36288,9059,36323,[DLSU] TATING,Hayabusa,7,0,6,10864,55789,13164,25935,[DLSU] Jinx,Hylos,0,2,12,6841,19664,1778,102922,[DLSU] LIM,Xavier,4,4,12,7924,50412,5945,31882,[DLSU] laytutu,Kalea,2,2,14,6874,11233,3141,58811,13:11:00,Red,
494,GS Luz A 2,1,770891368038731574,GOLD GEARS LOCK,Freya,Fanny,Pharsa,Wanwan,Uranus,Joy,Irithel,Moskov,Khaleed,Zetian,[BSU] Word,Wanwan,6,2,7,15000,88524,14780,60791,[BSU] Elohim,Joy,11,5,5,15056,57645,7254,73558,[BSU] TengPangks0,Uranus,0,0,15,10860,42077,0,293369,[BSU] ALMIGHT,Zetian,1,0,17,11609,93875,792,31142,[BSU] UNDERCRIME,Khaleed,2,2,18,10840,53140,1328,157201,SAINT WARRIORS,Arlott,Hayabusa,Yi Sun-shin,Zhuxin,Esmeralda,Angela,Kalea,Chip,Granger,Baxia,[SCC] WAN6,Granger,3,3,2,16866,131287,7578,97827,[SCC] Asser,Baxia,5,4,3,11718,53567,0,280909,[SCC] NAYT,Esmeralda,1,5,1,9687,71562,498,225893,[SCC] Lebby,Zhuxin,0,4,5,10461,50234,253,88873,[SCC] Undying,Angela,0,4,7,10359,20320,0,51863,21:34:00,Blue,
495,GS Luz A 2,2,771745396515739768,GOLD GEARS LOCK,Freya,Wanwan,Uranus,Moskov,Badang,Zhuxin,Fanny,Pharsa,Yi Sun-shin,Hylos,[BSU] Word,Moskov,3,1,7,9479,19922,22639,20320,[BSU] Elohim,Yi Sun-shin,7,1,8,10901,43637,11443,19487,[BSU] TengPangks1,Hylos,2,1,7,6653,18566,1015,72956,[BSU] ALMIGHT,Zhuxin,3,0,10,7831,29499,956,30307,[BSU] UNDERCRIME,Badang,1,2,13,6480,18590,430,43996,SAINT WARRIORS,Arlott,Harith,Baxia,Phoveus,Chip,Irithel,Hayabusa,Kalea,Lunox,Roger,[SCC] WAN6,Irithel,1,3,3,6700,26700,1400,26444,[SCC] Asser,Roger,2,2,0,7593,29747,0,30231,[SCC] NAYT,Phoveus,1,3,3,5456,24604,1192,68018,[SCC] Lebby,Lunox,1,4,3,6088,21406,1180,36267,[SCC] Undying,Chip,0,4,3,4603,8654,0,56661,12:15:00,Blue,
496,GS Luz A 3,1,772555594851491986,NU Bulldogs,Mathilda,Zetian,Phoveus,Baxia,Irithel,Pharsa,Badang,Valentina,Joy,Edith,[NU] Klutz,Irithel,11,1,7,12102,72857,22121,40142,[NU] ESTACIO,Joy,3,1,11,11430,34412,6821,35416,[NU] Ren,Edith,4,2,7,11430,23202,5058,58726,[NU] Xinchi,Pharsa,3,1,8,7807,37050,2072,19509,[NU] PACULAN,Baxia,2,2,17,7682,16826,512,99287,UST Teletigers,Selena,Yi Sun-shin,Chip,Arlott,Granger,Fanny,Kalea,Uranus,Jawhead,Kimmy,[UST] RE4LITY,Granger,1,2,3,9148,33598,0,29579,[UST] WAYN3,Fanny,2,5,3,8853,31090,1998,49087,[UST] Bizzy,Arlott,1,7,3,5782,19596,23,71350,[UST] Anduree,Kimmy,2,4,3,8261,33765,0,32122,[UST] Paxzy,Jawhead,1,5,2,5534,16192,0,73228,13:01:00,Blue,
497,GS Luz A 3,2,773275590284093287,UST Teletigers,Selena,Yi Sun-shin,Badang,Uranus,Pharsa,Wanwan,Hayabusa,Ling,Hylos,Lancelot,[UST] RE4LITY,Wanwan,3,1,3,8600,22848,6306,24824,[UST] WAYN3,Lancelot,4,3,2,8745,22951,2388,30308,[UST] Bizzy,Uranus,0,4,2,5208,12338,253,59775,[UST] Anduree,Pharsa,0,5,5,5838,29628,652,23902,[UST] Paxzy,Hylos,0,6,7,5156,8952,0,93603,NU BULLDOGS,Mathilda,Baxia,Phoveus,Arlott,Kalea,Granger,Gatotkaca,Joy,Roger,Kimmy,[NU] KlutZ,Granger,11,1,4,10625,66389,16408,22320,[NU] ESTACIO,Roger,5,1,5,8852,31787,9645,28449,[NU] Ren,Arlott,2,1,12,7008,36442,5355,43852,[NU] Xinchi,Kimmy,1,1,10,7110,24683,9668,13476,[NU] PACULAN,Kalea,0,3,11,5411,11624,2953,39195,11:00:00,Red,
498,GS Luz A 4,1,774129455552343863,SAINT WARRIORS,Badang,Kalea,Yi Sun-shin,Uranus,Chip,Zetian,Pharsa,Karrie,Martis,Ruby,[SCC] WAN6,Ruby,0,3,2,6208,19469,3599,47189,[SCC] Asser,Martis,2,4,1,5696,23519,96,57515,[SCC] NAYT,Uranus,1,2,1,5356,36668,654,86646,[SCC] Lebby,Zetian,1,4,4,5487,35828,420,34337,[SCC] Undying,Chip,1,4,1,4517,16076,0,55191,DLSU MLBB Team,Freya,Fanny,Baxia,Arlott,Roger,Minotaur,Granger,Irithel,Wanwan,Kimmy,[DLSU] SANCHEZ,Wanwan,6,1,6,9574,45986,13149,26483,[DLSU] TATING,Roger,2,1,8,8146,21792,15388,33629,[DLSU] Jinx,Arlott,3,1,10,6252,34991,1065,57343,[DLSU] LIM,Kimmy,5,2,9,7149,51941,5886,37116,[DLSU] laytutu,Minotaur,1,0,14,5950,11701,392,43670,10:35:00,Red,
